index,verbatimScientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,basisOfRecord,institutionCode
12229,Sylvilagus floridanus,,Jalisco,21.170113,-103.040982,2020-01-05,HUMAN_OBSERVATION,iNaturalist
12230,Sylvilagus audubonii,,Chihuahua,29.26162,-104.11866,2019-12-09,HUMAN_OBSERVATION,iNaturalist
12231,Sylvilagus audubonii,,Chihuahua,29.261659,-104.118671,2019-12-17,HUMAN_OBSERVATION,iNaturalist
12232,Sylvilagus audubonii,,Chihuahua,29.261653,-104.118665,2019-12-31,HUMAN_OBSERVATION,iNaturalist
12233,Sylvilagus audubonii,,Chihuahua,29.261659,-104.118665,2020-01-03,HUMAN_OBSERVATION,iNaturalist
12234,Sylvilagus audubonii,,Chihuahua,29.261654,-104.118665,2019-12-31,HUMAN_OBSERVATION,iNaturalist
12235,Sylvilagus audubonii,,Chihuahua,29.261646,-104.118668,2019-12-02,HUMAN_OBSERVATION,iNaturalist
12236,Sylvilagus audubonii,,Chihuahua,29.261649,-104.118661,2019-12-04,HUMAN_OBSERVATION,iNaturalist
12237,Sylvilagus audubonii,,Chihuahua,29.261659,-104.118664,2020-01-05,HUMAN_OBSERVATION,iNaturalist
12238,Sylvilagus audubonii,,Chihuahua,29.261661,-104.118668,2019-12-04,HUMAN_OBSERVATION,iNaturalist
12239,Sylvilagus audubonii,,Chihuahua,29.261659,-104.118668,2020-01-05,HUMAN_OBSERVATION,iNaturalist
12240,Sylvilagus audubonii,,Chihuahua,29.26165,-104.118665,2019-12-20,HUMAN_OBSERVATION,iNaturalist
12241,Sylvilagus audubonii,,Chihuahua,29.261646,-104.118667,2019-12-19,HUMAN_OBSERVATION,iNaturalist
12242,Sylvilagus audubonii,,Chihuahua,29.261664,-104.118668,2019-12-29,HUMAN_OBSERVATION,iNaturalist
12243,Sylvilagus audubonii,,Chihuahua,29.261651,-104.118676,2019-12-16,HUMAN_OBSERVATION,iNaturalist
12244,Sylvilagus audubonii,,Chihuahua,29.261649,-104.118673,2019-12-08,HUMAN_OBSERVATION,iNaturalist
12245,Sylvilagus audubonii,,Chihuahua,29.261624,-104.118661,2019-12-14,HUMAN_OBSERVATION,iNaturalist
12246,Sylvilagus audubonii,,Chihuahua,29.261645,-104.118661,2019-12-02,HUMAN_OBSERVATION,iNaturalist
12247,Sylvilagus audubonii,,Chihuahua,29.261625,-104.118662,2019-12-14,HUMAN_OBSERVATION,iNaturalist
12248,Sylvilagus audubonii,,Chihuahua,29.261651,-104.118663,2019-12-02,HUMAN_OBSERVATION,iNaturalist
12249,Sylvilagus audubonii,,Chihuahua,29.261638,-104.118664,2019-11-29,HUMAN_OBSERVATION,iNaturalist
12250,Sylvilagus audubonii,,Chihuahua,29.261656,-104.118668,2019-12-04,HUMAN_OBSERVATION,iNaturalist
12251,Sylvilagus audubonii,,Chihuahua,29.261639,-104.118663,2019-11-30,HUMAN_OBSERVATION,iNaturalist
12252,Sylvilagus audubonii,,Chihuahua,29.261645,-104.118668,2019-12-02,HUMAN_OBSERVATION,iNaturalist
12253,Sylvilagus audubonii,,Chihuahua,29.261659,-104.118668,2019-12-21,HUMAN_OBSERVATION,iNaturalist
12254,Sylvilagus audubonii,,Chihuahua,29.261645,-104.118664,2019-11-30,HUMAN_OBSERVATION,iNaturalist
12255,Sylvilagus yucatanicus,,Yucatán,21.310414,-89.324957,2019-12-21,HUMAN_OBSERVATION,iNaturalist
12256,Lepus alleni,,Sinaloa,23.243111,-106.273058,2020-01-12,HUMAN_OBSERVATION,iNaturalist
12257,Sylvilagus floridanus,,Veracruz,18.794648,-97.170207,2020-01-12,HUMAN_OBSERVATION,iNaturalist
12258,Lepus alleni,,Sonora,30.737759,-112.169622,2020-01-04,HUMAN_OBSERVATION,iNaturalist
12259,Lepus californicus,,Nuevo León,25.794347,-100.579991,2020-01-10,HUMAN_OBSERVATION,iNaturalist
12260,Sylvilagus floridanus,,San Luis Potosí,21.831892,-101.189859,2019-09-27,HUMAN_OBSERVATION,iNaturalist
12261,Sylvilagus floridanus,,San Luis Potosí,21.953247,-100.936741,2019-09-26,HUMAN_OBSERVATION,iNaturalist
12262,Sylvilagus floridanus,,Tamaulipas,24.200988,-98.524451,2007-12-22,HUMAN_OBSERVATION,iNaturalist
12263,Sylvilagus floridanus,,San Luis Potosí,21.869238,-101.014954,2020-01-02,HUMAN_OBSERVATION,iNaturalist
12264,Lepus californicus,,Coahuila,25.668229,-101.451368,2019-05-14,HUMAN_OBSERVATION,iNaturalist
12265,Lepus californicus,,Chihuahua,28.237443,-105.504992,2020-01-09,HUMAN_OBSERVATION,iNaturalist
12266,Sylvilagus audubonii,,Sonora,29.054685,-111.045459,2020-01-03,HUMAN_OBSERVATION,iNaturalist
12267,Sylvilagus floridanus,,Tamaulipas,24.558259,-98.414521,2008-03-04,HUMAN_OBSERVATION,iNaturalist
12268,Sylvilagus floridanus,,San Luis Potosí,21.854545,-100.980716,2019-09-26,HUMAN_OBSERVATION,iNaturalist
12269,Sylvilagus audubonii,,Sonora,30.660588,-110.997493,2019-11-05,HUMAN_OBSERVATION,iNaturalist
12270,Sylvilagus floridanus,,Jalisco,20.749958,-103.99105,2019-12-30,HUMAN_OBSERVATION,iNaturalist
12271,Sylvilagus cunicularius,,Nayarit,21.485092,-104.849156,2020-01-04,HUMAN_OBSERVATION,iNaturalist
12272,Sylvilagus audubonii,,Aguascalientes,21.926009,-101.865518,2019-07-17,HUMAN_OBSERVATION,iNaturalist
12273,Sylvilagus floridanus,,San Luis Potosí,21.923327,-101.039061,2019-12-27,HUMAN_OBSERVATION,iNaturalist
12274,Sylvilagus cunicularius,,Puebla,18.378327,-98.701666,2019-12-31,HUMAN_OBSERVATION,iNaturalist
12275,Lepus californicus,,San Luis Potosí,21.886561,-100.805743,2019-12-26,HUMAN_OBSERVATION,iNaturalist
12276,Sylvilagus floridanus,,San Luis Potosí,21.749999,-100.266667,2019-12-20,HUMAN_OBSERVATION,iNaturalist
12277,Sylvilagus floridanus,,Veracruz,18.794722,-97.169724,2019-12-26,HUMAN_OBSERVATION,iNaturalist
12278,Sylvilagus floridanus,,San Luis Potosí,21.973941,-100.931916,2019-12-12,HUMAN_OBSERVATION,iNaturalist
12279,Sylvilagus floridanus,,San Luis Potosí,21.752321,-100.173077,2019-12-20,HUMAN_OBSERVATION,iNaturalist
12280,Sylvilagus cunicularius,,Oaxaca,15.664908,-96.558184,2019-03-05,HUMAN_OBSERVATION,iNaturalist
12281,Sylvilagus cunicularius,,Oaxaca,15.712684,-96.20264,2019-12-18,HUMAN_OBSERVATION,iNaturalist
12282,Sylvilagus floridanus,,San Luis Potosí,22.111944,-101.011665,2019-12-22,HUMAN_OBSERVATION,iNaturalist
12283,Sylvilagus cunicularius,,Oaxaca,15.712676,-96.202632,2019-12-18,HUMAN_OBSERVATION,iNaturalist
12284,Sylvilagus floridanus,,Hidalgo,20.154696,-98.90625,2019-11-11,HUMAN_OBSERVATION,iNaturalist
12285,Sylvilagus floridanus,,México,18.918005,-99.638481,2019-11-01,HUMAN_OBSERVATION,iNaturalist
12286,Sylvilagus floridanus,,San Luis Potosí,21.92989,-101.109798,2019-11-17,HUMAN_OBSERVATION,iNaturalist
12287,Sylvilagus floridanus,,San Luis Potosí,21.877032,-100.973495,2019-10-09,HUMAN_OBSERVATION,iNaturalist
12288,Sylvilagus floridanus,,San Luis Potosí,21.892767,-100.968141,2019-10-12,HUMAN_OBSERVATION,iNaturalist
12289,Sylvilagus yucatanicus,,Yucatán,21.090533,-89.597383,2019-12-15,HUMAN_OBSERVATION,iNaturalist
12290,Lepus californicus,,San Luis Potosí,21.847862,-100.808588,2019-11-10,HUMAN_OBSERVATION,iNaturalist
12291,Sylvilagus floridanus,,San Luis Potosí,21.958561,-100.925188,2019-12-07,HUMAN_OBSERVATION,iNaturalist
12292,Sylvilagus floridanus,,Guanajuato,20.754267,-101.332396,2014-08-21,HUMAN_OBSERVATION,iNaturalist
12293,Lepus alleni,,Sinaloa,23.68519,-106.5904,2019-12-08,HUMAN_OBSERVATION,iNaturalist
12294,Sylvilagus cunicularius,,Sinaloa,23.670717,-106.599113,2019-12-08,HUMAN_OBSERVATION,iNaturalist
12295,Sylvilagus cunicularius,,Sinaloa,23.669182,-106.599918,2019-12-08,HUMAN_OBSERVATION,iNaturalist
12296,Sylvilagus cunicularius,,Sinaloa,23.671623,-106.596985,2019-12-08,HUMAN_OBSERVATION,iNaturalist
12297,Sylvilagus cunicularius,,Sinaloa,23.668056,-106.599928,2019-12-08,HUMAN_OBSERVATION,iNaturalist
12298,Sylvilagus cunicularius,,Oaxaca,15.773581,-96.1992,2019-12-10,HUMAN_OBSERVATION,iNaturalist
12299,Sylvilagus cunicularius,,Sinaloa,23.669156,-106.598936,2019-12-08,HUMAN_OBSERVATION,iNaturalist
12300,Lepus californicus,,Zacatecas,21.851758,-102.908628,2013-05-30,HUMAN_OBSERVATION,iNaturalist
12301,Sylvilagus cunicularius,,Sinaloa,23.674877,-106.59495,2019-12-08,HUMAN_OBSERVATION,iNaturalist
12302,Sylvilagus cunicularius,,Sinaloa,23.673656,-106.597714,2019-12-08,HUMAN_OBSERVATION,iNaturalist
12303,Sylvilagus cunicularius,,Sinaloa,23.673775,-106.597663,2019-12-08,HUMAN_OBSERVATION,iNaturalist
12304,Sylvilagus cunicularius,,Oaxaca,15.773759,-96.199168,2019-12-10,HUMAN_OBSERVATION,iNaturalist
12305,Lepus californicus,,Chihuahua,28.233208,-105.511207,2019-12-18,HUMAN_OBSERVATION,iNaturalist
12306,Sylvilagus floridanus,,San Luis Potosí,21.902913,-101.060656,2019-08-19,HUMAN_OBSERVATION,iNaturalist
12307,Sylvilagus floridanus,,San Luis Potosí,21.801829,-101.113617,2019-11-01,HUMAN_OBSERVATION,iNaturalist
12308,Sylvilagus audubonii,,Coahuila,27.950751,-100.683228,2019-03-16,HUMAN_OBSERVATION,iNaturalist
12309,Sylvilagus audubonii,,Chihuahua,28.614022,-106.125015,2018-06-28,HUMAN_OBSERVATION,iNaturalist
12310,Sylvilagus audubonii,,Chihuahua,28.614022,-106.125015,2018-06-28,HUMAN_OBSERVATION,iNaturalist
12311,Sylvilagus audubonii,,Chihuahua,28.614022,-106.125015,2018-06-28,HUMAN_OBSERVATION,iNaturalist
12312,Sylvilagus audubonii,,Chihuahua,28.614022,-106.125015,2018-06-28,HUMAN_OBSERVATION,iNaturalist
12313,Sylvilagus floridanus,,Jalisco,21.14337,-102.993661,2017-01-29,HUMAN_OBSERVATION,iNaturalist
12314,Sylvilagus floridanus,,Hidalgo,20.385748,-99.664745,2019-12-03,HUMAN_OBSERVATION,iNaturalist
12315,Lepus callotis,,Jalisco,21.03742,-102.820051,2019-12-07,HUMAN_OBSERVATION,iNaturalist
12316,Lepus alleni,,Sonora,30.641394,-111.009514,2019-11-01,HUMAN_OBSERVATION,iNaturalist
12317,Lepus alleni,,Sonora,28.96518,-111.071578,2019-12-07,HUMAN_OBSERVATION,iNaturalist
12318,Sylvilagus audubonii,,Chihuahua,28.614022,-106.125015,2018-06-28,HUMAN_OBSERVATION,iNaturalist
12319,Sylvilagus floridanus,,San Luis Potosí,21.842361,-101.161854,2019-11-20,HUMAN_OBSERVATION,iNaturalist
12320,Sylvilagus cunicularius,,Oaxaca,15.724451,-96.162293,2019-12-05,HUMAN_OBSERVATION,iNaturalist
12321,Sylvilagus floridanus,,Jalisco,20.816939,-102.74826,2016-05-29,HUMAN_OBSERVATION,iNaturalist
12322,Sylvilagus floridanus,,Jalisco,21.148154,-102.946723,2016-03-06,HUMAN_OBSERVATION,iNaturalist
12323,Sylvilagus floridanus,,Jalisco,20.852165,-102.713939,2016-01-23,HUMAN_OBSERVATION,iNaturalist
12324,Lepus alleni,,Sinaloa,23.299,-106.443,2019-12-05,HUMAN_OBSERVATION,iNaturalist
12325,Lepus alleni,,Sonora,30.718444,-111.067885,2019-11-02,HUMAN_OBSERVATION,iNaturalist
12326,Lepus alleni,,Sinaloa,23.299,-106.443,2019-11-22,HUMAN_OBSERVATION,iNaturalist
12327,Sylvilagus floridanus,,Jalisco,19.620782,-104.317671,2019-11-28,HUMAN_OBSERVATION,iNaturalist
12328,Sylvilagus floridanus,,Veracruz,19.509714,-96.916908,2019-11-22,HUMAN_OBSERVATION,iNaturalist
12329,Lepus alleni,,Sinaloa,23.813847,-106.88185,2019-11-27,HUMAN_OBSERVATION,iNaturalist
12330,Sylvilagus floridanus,,San Luis Potosí,21.897887,-101.033536,2019-10-12,HUMAN_OBSERVATION,iNaturalist
12331,Sylvilagus cunicularius,,Puebla,19.094517,-98.607577,2019-11-01,HUMAN_OBSERVATION,iNaturalist
12332,Sylvilagus audubonii,,Coahuila,25.601385,-103.398922,2019-11-25,HUMAN_OBSERVATION,iNaturalist
12333,Lepus californicus,,Chihuahua,28.235852,-105.509282,2019-11-29,HUMAN_OBSERVATION,iNaturalist
12334,Sylvilagus floridanus,,San Luis Potosí,21.862211,-101.12208,2019-10-24,HUMAN_OBSERVATION,iNaturalist
12335,Sylvilagus floridanus,,San Luis Potosí,21.854561,-101.022596,2019-10-21,HUMAN_OBSERVATION,iNaturalist
12336,Sylvilagus audubonii,,San Luis Potosí,23.226749,-101.312134,2016-03-03,HUMAN_OBSERVATION,iNaturalist
12337,Sylvilagus floridanus,,San Luis Potosí,21.968051,-101.090828,2019-10-16,HUMAN_OBSERVATION,iNaturalist
12338,Lepus californicus,,Guanajuato,20.918992,-100.729555,2019-04-01,HUMAN_OBSERVATION,iNaturalist
12339,Sylvilagus yucatanicus,,Yucatán,20.193165,-89.312804,2019-08-03,HUMAN_OBSERVATION,iNaturalist
12340,Lepus californicus,,Guanajuato,20.918795,-100.72909,2019-10-06,HUMAN_OBSERVATION,iNaturalist
12341,Lepus alleni,,Sonora,27.280781,-109.556651,2019-04-17,HUMAN_OBSERVATION,iNaturalist
12342,Lepus californicus,,Baja California Sur,24.130331,-110.433487,2019-07-02,HUMAN_OBSERVATION,iNaturalist
12343,Sylvilagus floridanus,,Veracruz,19.517196,-97.119352,2019-10-21,HUMAN_OBSERVATION,iNaturalist
12344,Sylvilagus cunicularius,,Oaxaca,15.724023,-96.163031,2019-11-06,HUMAN_OBSERVATION,iNaturalist
12345,Sylvilagus audubonii,,Chihuahua,30.900284,-108.394452,2019-09-15,HUMAN_OBSERVATION,iNaturalist
12346,Sylvilagus floridanus,,San Luis Potosí,21.892235,-101.184012,2019-09-07,HUMAN_OBSERVATION,iNaturalist
12347,Sylvilagus yucatanicus,,Yucatán,21.229182,-87.740127,2019-11-04,HUMAN_OBSERVATION,iNaturalist
12348,Sylvilagus floridanus,,Nuevo León,26.537684,-100.599198,2019-11-05,HUMAN_OBSERVATION,iNaturalist
12349,Sylvilagus yucatanicus,,Yucatán,21.49135,-87.789853,2018-12-05,HUMAN_OBSERVATION,iNaturalist
12350,Sylvilagus audubonii,,Chihuahua,28.237373,-105.505671,2019-10-27,HUMAN_OBSERVATION,iNaturalist
12351,Lepus alleni,,Sinaloa,23.299308,-106.441643,2019-09-02,HUMAN_OBSERVATION,iNaturalist
12352,Sylvilagus cunicularius,,Oaxaca,15.755874,-96.168662,2019-10-08,HUMAN_OBSERVATION,iNaturalist
12353,Sylvilagus cunicularius,,Oaxaca,15.755861,-96.168671,2019-10-08,HUMAN_OBSERVATION,iNaturalist
12354,Sylvilagus floridanus,,Aguascalientes,21.921799,-102.258254,2019-10-24,HUMAN_OBSERVATION,iNaturalist
12355,Sylvilagus cunicularius,,Oaxaca,15.773568,-96.199309,2019-10-20,HUMAN_OBSERVATION,iNaturalist
12356,Sylvilagus cunicularius,,Oaxaca,15.75586,-96.168507,2019-10-08,HUMAN_OBSERVATION,iNaturalist
12357,Sylvilagus cunicularius,,Oaxaca,15.755655,-96.16743,2019-10-08,HUMAN_OBSERVATION,iNaturalist
12358,Sylvilagus floridanus,,San Luis Potosí,21.753438,-100.172997,2019-09-10,HUMAN_OBSERVATION,iNaturalist
12359,Sylvilagus cunicularius,,Oaxaca,15.755677,-96.167512,2019-10-08,HUMAN_OBSERVATION,iNaturalist
12360,Sylvilagus cunicularius,,Oaxaca,15.773426,-96.199578,2019-10-20,HUMAN_OBSERVATION,iNaturalist
12361,Sylvilagus cunicularius,,Oaxaca,15.755791,-96.167666,2019-10-08,HUMAN_OBSERVATION,iNaturalist
12362,Sylvilagus cunicularius,,Oaxaca,15.773547,-96.19933,2019-10-20,HUMAN_OBSERVATION,iNaturalist
12363,Sylvilagus cunicularius,,Oaxaca,15.7558,-96.167692,2019-10-08,HUMAN_OBSERVATION,iNaturalist
12364,Sylvilagus floridanus,,Tamaulipas,24.212768,-98.594608,2008-03-31,HUMAN_OBSERVATION,iNaturalist
12365,Sylvilagus audubonii,,Coahuila,25.4956,-103.36483,2019-10-16,HUMAN_OBSERVATION,iNaturalist
12366,Sylvilagus graysoni graysoni,,Nayarit,21.321254,-106.227815,2017-04-27,HUMAN_OBSERVATION,iNaturalist
12367,Sylvilagus cunicularius,,Oaxaca,15.726457,-96.159599,2019-07-23,HUMAN_OBSERVATION,iNaturalist
12368,Lepus alleni,,Sonora,30.891751,-110.053455,2019-09-03,HUMAN_OBSERVATION,iNaturalist
12369,Sylvilagus floridanus,,Coahuila,28.201405,-101.990421,2011-06-09,HUMAN_OBSERVATION,iNaturalist
12370,Sylvilagus holzneri,,Chihuahua,27.211944,-107.913889,2017-07-06,HUMAN_OBSERVATION,iNaturalist
12371,Sylvilagus audubonii,,Baja California,32.102264,-116.639606,2019-10-05,HUMAN_OBSERVATION,iNaturalist
12372,Sylvilagus floridanus,,Aguascalientes,21.926416,-101.858678,2019-10-06,HUMAN_OBSERVATION,iNaturalist
12373,Sylvilagus floridanus,,Puebla,19.05484,-98.284023,2018-10-15,HUMAN_OBSERVATION,iNaturalist
12374,Sylvilagus holzneri,,Sonora,29.8246,-109.682439,2019-10-03,HUMAN_OBSERVATION,iNaturalist
12375,Sylvilagus cunicularius,,Nayarit,21.661363,-105.446298,2019-09-26,HUMAN_OBSERVATION,iNaturalist
12376,Sylvilagus floridanus,,San Luis Potosí,21.959127,-101.176363,2019-08-19,HUMAN_OBSERVATION,iNaturalist
12377,Sylvilagus floridanus,,Michoacán,19.484708,-101.358215,2015-09-28,HUMAN_OBSERVATION,iNaturalist
12378,Lepus californicus,,Baja California,31.84807,-116.275895,2019-09-29,HUMAN_OBSERVATION,iNaturalist
12379,Lepus californicus,,Nuevo León,26.826102,-100.207996,2019-08-23,HUMAN_OBSERVATION,iNaturalist
12380,Sylvilagus audubonii,,Sonora,27.709346,-110.457858,2019-09-25,HUMAN_OBSERVATION,iNaturalist
12381,Sylvilagus cunicularius,,Sinaloa,23.672167,-106.597288,2019-08-24,HUMAN_OBSERVATION,iNaturalist
12382,Sylvilagus floridanus,,Jalisco,20.710873,-103.404056,2019-08-05,HUMAN_OBSERVATION,iNaturalist
12383,Sylvilagus floridanus,,Jalisco,20.705941,-103.39844,2019-05-11,HUMAN_OBSERVATION,iNaturalist
12384,Sylvilagus audubonii,,Sonora,28.842131,-111.479211,2019-04-27,HUMAN_OBSERVATION,iNaturalist
12385,Lepus alleni,,Sonora,28.840543,-111.808575,2019-04-28,HUMAN_OBSERVATION,iNaturalist
12386,Lepus alleni,,Sonora,28.840543,-111.808575,2019-04-28,HUMAN_OBSERVATION,iNaturalist
12387,Lepus californicus,,Sonora,31.312488,-109.407175,2019-03-02,HUMAN_OBSERVATION,iNaturalist
12388,Lepus alleni,,Sinaloa,23.297978,-106.443506,2015-06-24,HUMAN_OBSERVATION,iNaturalist
12389,Lepus alleni,,Sinaloa,23.296384,-106.442622,2015-06-24,HUMAN_OBSERVATION,iNaturalist
12390,Sylvilagus floridanus,,Jalisco,21.14341,-102.973019,2014-04-14,HUMAN_OBSERVATION,iNaturalist
12391,Lepus californicus,,Nuevo León,25.907652,-100.23678,2016-09-14,HUMAN_OBSERVATION,iNaturalist
12392,Sylvilagus floridanus,,Nuevo León,26.564885,-100.481987,2015-05-15,HUMAN_OBSERVATION,iNaturalist
12393,Sylvilagus floridanus,,Tamaulipas,22.286103,-97.855172,2019-09-25,HUMAN_OBSERVATION,iNaturalist
12394,Sylvilagus floridanus,,Puebla,19.715647,-97.490873,2019-09-24,HUMAN_OBSERVATION,iNaturalist
12395,Lepus californicus,,Coahuila,25.17741,-101.105351,2019-09-15,HUMAN_OBSERVATION,iNaturalist
12396,Sylvilagus floridanus,,Jalisco,20.710712,-103.404196,2019-09-13,HUMAN_OBSERVATION,iNaturalist
12397,Sylvilagus audubonii,,Nuevo León,27.006524,-100.513985,2019-08-19,HUMAN_OBSERVATION,iNaturalist
12398,Lepus californicus,,Chihuahua,31.675304,-106.434616,2019-09-09,HUMAN_OBSERVATION,iNaturalist
12399,Sylvilagus floridanus,,Guanajuato,20.376063,-101.348857,2013-12-25,HUMAN_OBSERVATION,iNaturalist
12400,Sylvilagus floridanus,,México,20.002168,-99.169052,2019-09-14,HUMAN_OBSERVATION,iNaturalist
12401,Lepus californicus,,Aguascalientes,21.989956,-102.204133,2012-06-22,HUMAN_OBSERVATION,iNaturalist
12402,Lepus californicus,,Coahuila,25.424856,-102.888969,2019-09-16,HUMAN_OBSERVATION,iNaturalist
12403,Sylvilagus floridanus,,Tamaulipas,24.721131,-99.361367,2019-07-06,HUMAN_OBSERVATION,iNaturalist
12404,Sylvilagus floridanus,,Ciudad de México,19.31784,-99.192227,2019-09-11,HUMAN_OBSERVATION,iNaturalist
12405,Sylvilagus floridanus,,Ciudad de México,19.311388,-99.195415,2019-09-11,HUMAN_OBSERVATION,iNaturalist
12406,Lepus californicus,,Baja California,31.99468,-115.955605,2019-08-15,HUMAN_OBSERVATION,iNaturalist
12407,Sylvilagus floridanus,,Nuevo León,25.866284,-100.260629,2019-09-06,HUMAN_OBSERVATION,iNaturalist
12408,Lepus californicus,,Baja California,31.970347,-115.974305,2019-08-15,HUMAN_OBSERVATION,iNaturalist
12409,Sylvilagus floridanus,,Tamaulipas,24.271964,-98.280042,2015-08-26,HUMAN_OBSERVATION,iNaturalist
12410,Sylvilagus floridanus,,Tamaulipas,23.43002,-98.891522,2019-07-05,HUMAN_OBSERVATION,iNaturalist
12411,Lepus californicus,,Chihuahua,28.70932,-106.142081,2019-04-29,HUMAN_OBSERVATION,iNaturalist
12412,Lepus californicus,,Chihuahua,28.709218,-106.141526,2019-04-29,HUMAN_OBSERVATION,iNaturalist
12413,Lepus alleni,,Sinaloa,23.296454,-106.442661,2015-06-24,HUMAN_OBSERVATION,iNaturalist
12414,Lepus alleni,,Sinaloa,23.299,-106.443,2019-09-02,HUMAN_OBSERVATION,iNaturalist
12415,Lepus californicus,,Chihuahua,28.683814,-106.020367,2019-08-31,HUMAN_OBSERVATION,iNaturalist
12416,Lepus alleni,,Sinaloa,25.939085,-108.839177,2014-08-20,HUMAN_OBSERVATION,iNaturalist
12417,Sylvilagus floridanus,,Jalisco,20.971091,-102.015381,2019-08-19,HUMAN_OBSERVATION,iNaturalist
12418,Sylvilagus floridanus,,México,20.014203,-99.12109,2019-08-28,HUMAN_OBSERVATION,iNaturalist
12419,Sylvilagus floridanus,,Querétaro,20.687576,-99.805285,2019-08-08,HUMAN_OBSERVATION,iNaturalist
12420,Lepus californicus,,Coahuila,27.292251,-102.38434,2019-08-15,HUMAN_OBSERVATION,iNaturalist
12421,Sylvilagus floridanus,,Nuevo León,24.887349,-100.212263,2019-08-13,HUMAN_OBSERVATION,iNaturalist
12422,Lepus californicus,,Chihuahua,28.235596,-105.510365,2019-08-28,HUMAN_OBSERVATION,iNaturalist
12423,Lepus californicus,,Sonora,29.900743,-112.633422,2019-08-17,HUMAN_OBSERVATION,iNaturalist
12424,Lepus alleni,,Sonora,29.445415,-110.993115,2019-07-04,HUMAN_OBSERVATION,iNaturalist
12425,Sylvilagus floridanus,,Jalisco,19.938661,-103.876007,2019-08-23,HUMAN_OBSERVATION,iNaturalist
12426,Sylvilagus audubonii,,Baja California,32.22242,-115.032327,2019-08-19,HUMAN_OBSERVATION,iNaturalist
12427,Lepus callotis,,Zacatecas,22.804106,-103.733644,2015-08-05,HUMAN_OBSERVATION,iNaturalist
12428,Sylvilagus audubonii confinis,Mesquital,Baja California,28.24641,-113.8075,1928-04-18,PRESERVED_SPECIMEN,SDNHM
12429,Sylvilagus bachmani rosaphagus,Sangre de Cristo,Baja California,31.873,-116.145,1927-06-19,PRESERVED_SPECIMEN,SDNHM
12430,Sylvilagus bachmani rosaphagus,Santo Domingo,Baja California,30.771,-115.936,1925-06-08,PRESERVED_SPECIMEN,SDNHM
12431,Sylvilagus bachmani exiguus,7 mi. S Cataviña,Baja California,29.665,-114.652,1928-02-06,PRESERVED_SPECIMEN,SDNHM
12432,Oryctolagus cuniculus,"Los Coronados Is., South I.",Baja California,32.414,-117.244,1974-07-08,PRESERVED_SPECIMEN,SDNHM
12433,Sylvilagus audubonii confinis,Campo Los Angeles,Baja California Sur,27.467,-113.316,1928-04-04,PRESERVED_SPECIMEN,SDNHM
12434,Sylvilagus bachmani exiguus,Punta Prieta,Baja California,28.93,-114.16,1928-02-20,PRESERVED_SPECIMEN,SDNHM
12435,Sylvilagus bachmani rosaphagus,Santo Domingo,Baja California,30.771,-115.936,1925-06-01,PRESERVED_SPECIMEN,SDNHM
12436,Sylvilagus bachmani rosaphagus,Sangre de Cristo,Baja California,31.873,-116.145,1927-06-17,PRESERVED_SPECIMEN,SDNHM
12437,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-12-08,PRESERVED_SPECIMEN,SDNHM
12438,Lepus insularis,SW Isla Espiritu Santo,Baja California Sur,24.4244,-110.34933,1969-05-25,PRESERVED_SPECIMEN,SDNHM
12439,Sylvilagus bachmani exiguus,7 mi. S Cataviña,Baja California,29.665,-114.652,1928-02-06,PRESERVED_SPECIMEN,SDNHM
12440,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-12-08,PRESERVED_SPECIMEN,SDNHM
12441,Sylvilagus bachmani howelli,10 mi. SE Alamo,Baja California,31.51,-115.96,1926-12-10,PRESERVED_SPECIMEN,SDNHM
12442,Lepus californicus sheldoni,"Carmen I., Ballandra Bay",Baja California Sur,26.0185,-111.165,1963-05-13,PRESERVED_SPECIMEN,SDNHM
12443,Sylvilagus bachmani rosaphagus,Santo Domingo,Baja California,30.771,-115.936,1925-05-28,PRESERVED_SPECIMEN,SDNHM
12444,Sylvilagus bachmani rosaphagus,"Santa Maria Valley, 10 mi. E San Quintin",Baja California,30.5,-115.821,1953-08-29,PRESERVED_SPECIMEN,SDNHM
12445,Sylvilagus bachmani rosaphagus,"Santa Maria Valley, 10 mi. E San Quintin",Baja California,30.5,-115.821,1953-08-29,PRESERVED_SPECIMEN,SDNHM
12447,Lepus californicus sheldoni,"Carmen I., Ballandra Pt.",Baja California Sur,26.02,-111.167,1962-04-04,PRESERVED_SPECIMEN,SDNHM
12448,Lepus insularis,"Partida I., Espiritu Santo",Baja California,28.88889,-113.041414,1964-06-29,PRESERVED_SPECIMEN,SDNHM
12449,Sylvilagus audubonii confinis,Campo Los Angeles,Baja California Sur,27.467,-113.316,1928-04-01,PRESERVED_SPECIMEN,SDNHM
12450,Lepus californicus bennettii,San Quintin Bay,Baja California,30.455,-115.952,1963-09-07,PRESERVED_SPECIMEN,SDNHM
12451,Sylvilagus bachmani rosaphagus,"Santa Maria Valley, 10 mi. E San Quintin",Baja California,30.5,-115.821,1953-08-28,PRESERVED_SPECIMEN,SDNHM
12452,Sylvilagus mansuetus,San Jose I.,Baja California Sur,24.9737,-110.6279,1962-04-11,PRESERVED_SPECIMEN,SDNHM
