index,verbatimScientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,basisOfRecord,institutionCode
598,Romerolagus diazi,"PARRES, 2 KM W OF",Ciudad de México,19.1367425,-99.193437,1965-06-26,PRESERVED_SPECIMEN,KU
599,Romerolagus diazi,"PARRES, 2 KM W OF",Ciudad de México,19.1367425,-99.193437,1965-06-26,PRESERVED_SPECIMEN,KU
600,Romerolagus diazi,"PARRES, 2 KM W OF",Ciudad de México,19.1367425,-99.193437,1965-06-26,PRESERVED_SPECIMEN,KU
601,Lepus californicus merriami,"TULA, 9 MI N OF",Tamaulipas,23.1346171,-99.708464,1965-05-11,PRESERVED_SPECIMEN,KU
602,Sylvilagus floridanus chapmani,"TULA, 9 MI N OF",Tamaulipas,23.1346171,-99.708464,1965-05-11,PRESERVED_SPECIMEN,KU
603,Sylvilagus floridanus chapmani,"TULA, 9 MI N OF",Tamaulipas,23.1346171,-99.708464,1965-05-11,PRESERVED_SPECIMEN,KU
604,Sylvilagus floridanus chapmani,"TULA, 9 MI N OF",Tamaulipas,23.1346171,-99.708464,1965-05-11,PRESERVED_SPECIMEN,KU
605,Lepus alleni palitans,PRESA HIDALGO,Sinaloa,26.5594049,-108.5574576,1965-02-05,PRESERVED_SPECIMEN,KU
606,Lepus alleni palitans,"EL CAJON, 1 MI S OF",Sinaloa,26.7961175,-108.1726499,1965-02-11,PRESERVED_SPECIMEN,KU
607,Lepus alleni palitans,"EL CAJON, 1 MI S OF",Sinaloa,26.7961175,-108.1726499,1965-02-11,PRESERVED_SPECIMEN,KU
608,Sylvilagus floridanus holzneri,EL CAJON,Sinaloa,26.810637,-108.17265,1965-02-14,PRESERVED_SPECIMEN,KU
609,Sylvilagus floridanus holzneri,"EL CAJON, 1 MI S OF",Sinaloa,26.7961175,-108.1726499,1965-02-12,PRESERVED_SPECIMEN,KU
610,Sylvilagus floridanus holzneri,"EL CAJON, 1 MI S OF",Sinaloa,26.7961175,-108.1726499,1965-02-11,PRESERVED_SPECIMEN,KU
611,Sylvilagus cunicularius insolitus,ISLA PALMITO DEL VERDE; 6 MI NNW OF TEACAPAN,Sinaloa,22.62178,-105.7710322,1965-04-07,PRESERVED_SPECIMEN,KU
612,Sylvilagus brasiliensis truei,YETLA,Oaxaca,17.7562617,-96.3139205,1964-06-26,PRESERVED_SPECIMEN,KU
613,Lepus alleni palitans,ISLA PALMITO DEL VERDE; 6 MI NNW OF TEACAPAN,Sinaloa,22.62178,-105.7710322,1964-10-28,PRESERVED_SPECIMEN,KU
614,Lepus alleni palitans,ISLA PALMITO DEL VERDE; 6 MI NNW OF TEACAPAN,Sinaloa,22.62178,-105.7710322,1964-10-28,PRESERVED_SPECIMEN,KU
615,Sylvilagus floridanus subcinctus,"BOLANOS, 6 MI ENE OF",Jalisco,21.8652933,-103.6992774,1964-10-15,PRESERVED_SPECIMEN,KU
616,Sylvilagus floridanus subcinctus,"BOLANOS, 6 MI ENE OF",Jalisco,21.8652933,-103.6992774,1964-10-15,PRESERVED_SPECIMEN,KU
617,Sylvilagus cunicularius insolitus,ISLA PALMITO DEL VERDE; 6 MI NNW OF TEACAPAN,Sinaloa,22.62178,-105.7710322,1964-10-29,PRESERVED_SPECIMEN,KU
618,Sylvilagus cunicularius insolitus,ISLA PALMITO DEL VERDE; 6 MI NNW OF TEACAPAN,Sinaloa,22.62178,-105.7710322,1964-10-29,PRESERVED_SPECIMEN,KU
619,Sylvilagus cunicularius insolitus,ISLA PALMITO DEL VERDE; 6 MI NNW OF TEACAPAN,Sinaloa,22.62178,-105.7710322,1964-10-29,PRESERVED_SPECIMEN,KU
620,Sylvilagus cunicularius insolitus,ISLA PALMITO DEL VERDE; 6 MI NNW OF TEACAPAN,Sinaloa,22.62178,-105.7710322,1964-10-28,PRESERVED_SPECIMEN,KU
621,Sylvilagus cunicularius insolitus,ISLA PALMITO DEL VERDE; 6 MI NNW OF TEACAPAN,Sinaloa,22.62178,-105.7710322,1964-10-28,PRESERVED_SPECIMEN,KU
622,Sylvilagus cunicularius insolitus,ISLA PALMITO DEL VERDE; 6 MI NNW OF TEACAPAN,Sinaloa,22.62178,-105.7710322,1964-10-28,PRESERVED_SPECIMEN,KU
623,Sylvilagus cunicularius insolitus,"LA CONCHA, 6 MI W OF",Sinaloa,22.5493021,-105.5351474,1964-10-25,PRESERVED_SPECIMEN,KU
624,Sylvilagus cunicularius insolitus,"LA CONCHA, 6 MI W OF",Sinaloa,22.5493021,-105.5351474,1964-10-25,PRESERVED_SPECIMEN,KU
625,Sylvilagus cunicularius insolitus,"LA CONCHA, 6 MI W OF",Sinaloa,22.5493021,-105.5351474,1964-10-25,PRESERVED_SPECIMEN,KU
626,Sylvilagus cunicularius insolitus,"LA CONCHA, 6 MI W OF",Sinaloa,22.5493021,-105.5351474,1964-10-25,PRESERVED_SPECIMEN,KU
627,Sylvilagus audubonii parvulus,"BOLANOS, 2 MI E OF",Jalisco,21.8318826,-103.7508385,1964-10-11,PRESERVED_SPECIMEN,KU
628,Sylvilagus floridanus orizabae,CERRO POTOSI,Nuevo León,24.8687091,-100.2318176,1964-09-04,PRESERVED_SPECIMEN,KU
629,Sylvilagus floridanus orizabae,"PABLILLO, 4.5 MI S OF",Nuevo León,24.5296287,-99.9940335,1964-08-26,PRESERVED_SPECIMEN,KU
630,Sylvilagus floridanus orizabae,"PABLILLO, 4.5 MI S OF",Nuevo León,24.5296287,-99.9940335,1964-08-25,PRESERVED_SPECIMEN,KU
631,Sylvilagus cunicularius insolitus,"TALPA DE ALLENDE, 15 MI S, 9 MI E OF",Jalisco,20.162853,-104.6914935,1964-05-20,PRESERVED_SPECIMEN,KU
632,Sylvilagus cunicularius cunicularius,OMILTEMI,Guerrero,17.5573724,-99.6856663,1964-07-19,PRESERVED_SPECIMEN,KU
633,Sylvilagus cunicularius cunicularius,OMILTEMI,Guerrero,17.5573724,-99.6856663,1964-07-17,PRESERVED_SPECIMEN,KU
634,Sylvilagus cunicularius cunicularius,OMILTEMI,Guerrero,17.5573724,-99.6856663,1964-07-16,PRESERVED_SPECIMEN,KU
635,Sylvilagus cunicularius cunicularius,OMILTEMI,Guerrero,17.5573724,-99.6856663,1964-07-15,PRESERVED_SPECIMEN,KU
636,Sylvilagus cunicularius cunicularius,OMILTEMI,Guerrero,17.5573724,-99.6856663,1964-07-14,PRESERVED_SPECIMEN,KU
637,Sylvilagus insonus,OMILTEMI,Guerrero,17.5573724,-99.6856663,1964-07-14,PRESERVED_SPECIMEN,KU
638,Sylvilagus floridanus orizabae,"ZARAGOZA, 1 MI S OF",Nuevo León,23.9557752,-99.7689757,1964-08-11,PRESERVED_SPECIMEN,KU
639,Sylvilagus floridanus orizabae,ZARAGOZA,Nuevo León,23.9703046,-99.7689777,1964-08-10,PRESERVED_SPECIMEN,KU
640,Sylvilagus floridanus orizabae,ZARAGOZA,Nuevo León,23.9703046,-99.7689777,1964-08-10,PRESERVED_SPECIMEN,KU
641,Sylvilagus floridanus orizabae,ZARAGOZA,Nuevo León,23.9703046,-99.7689777,1964-08-09,PRESERVED_SPECIMEN,KU
642,Sylvilagus floridanus orizabae,"ZARAGOZA, 6 MI ENE OF",Nuevo León,24.0036635,-99.6813238,1964-08-13,PRESERVED_SPECIMEN,KU
643,Sylvilagus floridanus orizabae,"ZARAGOZA, 3 MI WNW OF",Nuevo León,23.9869838,-99.8128069,1964-08-12,PRESERVED_SPECIMEN,KU
644,Sylvilagus floridanus orizabae,ARAMBERRI,Nuevo León,24.0942993,-99.8198575,1964-08-05,PRESERVED_SPECIMEN,KU
645,Sylvilagus floridanus orizabae,ARAMBERRI,Nuevo León,24.0942993,-99.8198575,1964-08-05,PRESERVED_SPECIMEN,KU
646,Lepus californicus merriami,CHINA,Nuevo León,25.7059061,-99.2398501,1964-08-23,PRESERVED_SPECIMEN,KU
647,Lepus californicus merriami,CHINA,Nuevo León,25.7059061,-99.2398501,1964-08-23,PRESERVED_SPECIMEN,KU
648,Lepus californicus merriami,CHINA,Nuevo León,25.7059061,-99.2398501,1964-08-23,PRESERVED_SPECIMEN,KU
649,Sylvilagus cunicularius insolitus,PALMITO,Sinaloa,22.6602353,-105.7715594,1964-03-15,PRESERVED_SPECIMEN,KU
650,Sylvilagus audubonii goldmani,"AGUA CALIENTE, 2 MI E OF",Sinaloa,24.2333575,-106.6155696,1964-02-21,PRESERVED_SPECIMEN,KU
651,Sylvilagus audubonii goldmani,"AGUA CALIENTE, 2 MI E OF",Sinaloa,24.2333575,-106.6155696,1964-02-23,PRESERVED_SPECIMEN,KU
652,Sylvilagus cunicularius insolitus,"TALPA DE ALLENDE, 15 MI S, 9 MI E OF",Jalisco,20.162853,-104.6914935,1964-05-18,PRESERVED_SPECIMEN,KU
653,Sylvilagus cunicularius insolitus,"TALPA DE ALLENDE, 15 MI S, 9 MI E OF",Jalisco,20.162853,-104.6914935,1964-05-18,PRESERVED_SPECIMEN,KU
654,Sylvilagus cunicularius insolitus,"TALPA DE ALLENDE, 15 MI S, 9 MI E OF",Jalisco,20.162853,-104.6914935,1964-05-17,PRESERVED_SPECIMEN,KU
655,Sylvilagus cunicularius insolitus,"PALMITO, 2 MI E OF",Sinaloa,22.6602384,-105.7402417,1964-03-22,PRESERVED_SPECIMEN,KU
656,Sylvilagus cunicularius insolitus,PALMITO,Sinaloa,22.6602353,-105.7715594,1964-03-20,PRESERVED_SPECIMEN,KU
657,Sylvilagus cunicularius insolitus,PALMITO,Sinaloa,22.6602353,-105.7715594,1964-03-20,PRESERVED_SPECIMEN,KU
658,Sylvilagus cunicularius insolitus,PALMITO,Sinaloa,22.6602353,-105.7715594,1964-03-20,PRESERVED_SPECIMEN,KU
659,Sylvilagus cunicularius insolitus,PALMITO,Sinaloa,22.6602353,-105.7715594,1964-03-18,PRESERVED_SPECIMEN,KU
660,Sylvilagus cunicularius insolitus,PALMITO,Sinaloa,22.6602353,-105.7715594,1964-03-16,PRESERVED_SPECIMEN,KU
661,Sylvilagus cunicularius insolitus,MATATAN,Sinaloa,23.0332122,-105.7274931,1964-05-08,PRESERVED_SPECIMEN,KU
662,Sylvilagus floridanus holzneri,"PALMITO, 5 KM SW OF",Sinaloa,22.6283095,-105.805963,1963-07-18,PRESERVED_SPECIMEN,KU
663,Sylvilagus floridanus holzneri,"PALMITO, 5 KM SW OF",Sinaloa,22.6283095,-105.805963,1963-07-18,PRESERVED_SPECIMEN,KU
664,Sylvilagus floridanus holzneri,"PALMITO, 5 KM SW OF",Sinaloa,22.6283095,-105.805963,1963-07-18,PRESERVED_SPECIMEN,KU
665,Lepus alleni palitans,"BADIRAGUATO, 13 MI ESE OF",Sinaloa,25.2933306,-107.3582825,1964-02-02,PRESERVED_SPECIMEN,KU
666,Lepus alleni palitans,"BADIRAGUATO, 13 MI ESE OF",Sinaloa,25.2933306,-107.3582825,1964-02-02,PRESERVED_SPECIMEN,KU
667,Lepus alleni palitans,"EL CARRIZO, 8 MI WNW OF",Sinaloa,26.0102941,-109.0666363,1964-01-05,PRESERVED_SPECIMEN,KU
668,Sylvilagus floridanus holzneri,"BADIRAGUATO, 13 MI ESE OF",Sinaloa,25.2933306,-107.3582825,1964-02-03,PRESERVED_SPECIMEN,KU
669,Sylvilagus floridanus holzneri,"BADIRAGUATO, 1.5 MI N OF",Sinaloa,25.3390279,-107.5503272,1964-01-22,PRESERVED_SPECIMEN,KU
670,Sylvilagus floridanus holzneri,"BADIRAGUATO, 1.5 MI N OF",Sinaloa,25.3390279,-107.5503272,1964-01-21,PRESERVED_SPECIMEN,KU
671,Sylvilagus floridanus holzneri,"BADIRAGUATO, 1.5 MI N OF",Sinaloa,25.3390279,-107.5503272,1964-01-20,PRESERVED_SPECIMEN,KU
672,Sylvilagus floridanus holzneri,"BADIRAGUATO, 20 KM N, 5 KM E OF",Sinaloa,25.5464758,-107.5051083,1964-01-26,PRESERVED_SPECIMEN,KU
673,Sylvilagus floridanus holzneri,"BADIRAGUATO, 20 KM N, 5 KM E OF",Sinaloa,25.5464758,-107.5051083,1964-01-26,PRESERVED_SPECIMEN,KU
674,Sylvilagus audubonii goldmani,"EL CARRIZO, 8 MI WNW OF",Sinaloa,26.0102941,-109.0666363,1964-01-05,PRESERVED_SPECIMEN,KU
675,Sylvilagus floridanus holzneri,PANUCO,Sinaloa,23.4248547,-105.902779,1963-10-16,PRESERVED_SPECIMEN,KU
676,Sylvilagus floridanus holzneri,"VACA, 13 KM NNE OF",Sinaloa,26.9059022,-108.3996459,1963-12-02,PRESERVED_SPECIMEN,KU
677,Lepus alleni palitans,"VACA, 13 KM NNE OF",Sinaloa,26.9059022,-108.3996459,1963-11-29,PRESERVED_SPECIMEN,KU
678,Lepus californicus eremicus,"KINO, 4 KM W OF",Sonora,28.849321,-111.982593,1963-06-26,PRESERVED_SPECIMEN,KU
679,Lepus californicus eremicus,KINO NUEVO; 6 KM W OF KINO,Sonora,28.8586925,-112.0136878,1963-06-23,PRESERVED_SPECIMEN,KU
680,Lepus alleni tiburonensis,"ISLA DE TIBURON, S END OF; GULFO DE CALIFORNIA",Sonora,28.7772264,-112.3850528,1963-06-28,PRESERVED_SPECIMEN,KU
681,Lepus alleni tiburonensis,"ISLA DE TIBURON, S END OF; GULFO DE CALIFORNIA",Sonora,28.7772264,-112.3850528,1963-06-28,PRESERVED_SPECIMEN,KU
682,Lepus alleni tiburonensis,"ISLA DE TIBURON, S END OF; GULFO DE CALIFORNIA",Sonora,28.7772264,-112.3850528,1963-06-25,PRESERVED_SPECIMEN,KU
683,Lepus alleni tiburonensis,"ISLA DE TIBURON, S END OF; GULFO DE CALIFORNIA",Sonora,28.7772264,-112.3850528,1963-06-25,PRESERVED_SPECIMEN,KU
684,Lepus alleni tiburonensis,ISLA DE TIBURON; GULFO DE CALIFORNIA,Sonora,28.9955646,-112.3864224,1963-06-26,PRESERVED_SPECIMEN,KU
685,Lepus alleni tiburonensis,ISLA DE TIBURON; GULFO DE CALIFORNIA,Sonora,28.9955646,-112.3864224,1963-06-21,PRESERVED_SPECIMEN,KU
686,Sylvilagus floridanus holzneri,"PALMITO, 5 KM SW OF",Sinaloa,22.6283095,-105.805963,1963-07-18,PRESERVED_SPECIMEN,KU
687,Sylvilagus floridanus holzneri,"PALMITO, 5 KM SW OF",Sinaloa,22.6283095,-105.805963,1963-07-18,PRESERVED_SPECIMEN,KU
688,Sylvilagus cunicularius insolitus,"SAN BLAS, 12.9 MI (BY ROAD) E OF",Nayarit,21.6271595,-105.1440402,1963-07-31,PRESERVED_SPECIMEN,KU
689,Sylvilagus floridanus holzneri,"MATATAN, 22 KM E OF; PLOMOSAS",Sinaloa,23.0721016,-105.4680472,1962-08-29,PRESERVED_SPECIMEN,KU
690,Sylvilagus floridanus yucatanicus,"CHAMPOTON, 5 KM S, 4 KM E OF",Campeche,19.3098136,-90.6799017,1962-07-09,PRESERVED_SPECIMEN,KU
691,Sylvilagus floridanus yucatanicus,CHAMPOTON,Campeche,19.3553664,-90.7204588,1962-07-10,PRESERVED_SPECIMEN,KU
692,Sylvilagus floridanus yucatanicus,CHAMPOTON,Campeche,19.3553664,-90.7204588,1962-07-10,PRESERVED_SPECIMEN,KU
693,Sylvilagus floridanus yucatanicus,CHAMPOTON,Campeche,19.3553664,-90.7204588,1962-07-10,PRESERVED_SPECIMEN,KU
694,Sylvilagus floridanus yucatanicus,CHAMPOTON,Campeche,19.3553664,-90.7204588,1962-07-10,PRESERVED_SPECIMEN,KU
695,Sylvilagus floridanus yucatanicus,PISTE,Yucatán,20.6986435,-88.5884659,1962-07-27,PRESERVED_SPECIMEN,KU
696,Sylvilagus floridanus yucatanicus,PISTE,Yucatán,20.6986435,-88.5884659,1962-07-27,PRESERVED_SPECIMEN,KU
697,Lepus alleni palitans,SAN IGNACIO,Sinaloa,23.9443204,-106.4303749,1962-07-13,PRESERVED_SPECIMEN,KU
698,Sylvilagus floridanus holzneri,"COSALA, 12 KM E OF; SANTA ANA",Durango,24.416573,-106.5756256,1962-06-12,PRESERVED_SPECIMEN,KU
699,Sylvilagus floridanus holzneri,"COSALA, 12 KM E OF; SANTA ANA",Durango,24.416573,-106.5756256,1962-06-12,PRESERVED_SPECIMEN,KU
700,Sylvilagus floridanus holzneri,"COSALA, 12 KM E OF; SANTA ANA",Durango,24.416573,-106.5756256,1962-06-11,PRESERVED_SPECIMEN,KU
701,Sylvilagus cunicularius insolitus,MATATAN,Sinaloa,23.0332122,-105.7274931,1962-06-28,PRESERVED_SPECIMEN,KU
702,Sylvilagus cunicularius insolitus,SAN IGNACIO,Sinaloa,23.9443204,-106.4303749,1962-07-20,PRESERVED_SPECIMEN,KU
703,Sylvilagus cunicularius insolitus,SAN IGNACIO,Sinaloa,23.9443204,-106.4303749,1962-07-19,PRESERVED_SPECIMEN,KU
704,Sylvilagus floridanus holzneri,SAN IGNACIO,Sinaloa,23.9443204,-106.4303749,1962-07-19,PRESERVED_SPECIMEN,KU
705,Sylvilagus audubonii goldmani,"NAVOLATO, 4 KM SW OF",Sinaloa,24.7578029,-107.7357315,1962-05-10,PRESERVED_SPECIMEN,KU
706,Sylvilagus audubonii goldmani,"NAVOLATO, 4 KM SW OF",Sinaloa,24.7578029,-107.7357315,1962-05-09,PRESERVED_SPECIMEN,KU
707,Sylvilagus floridanus holzneri,"SINALOA, 10 KM S, 38 KM E OF",Sinaloa,25.7324408,-107.8443662,1962-04-24,PRESERVED_SPECIMEN,KU
708,Sylvilagus audubonii goldmani,"ALTAMURA ISLAND, 6 KM E OF; TACHETIZTE ISLAND",Sinaloa,24.9541118,-107.970257,1962-04-04,PRESERVED_SPECIMEN,KU
709,Sylvilagus audubonii goldmani,"ALTAMURA ISLAND, 6 KM E OF; TACHETIZTE ISLAND",Sinaloa,24.9541118,-107.970257,1962-04-03,PRESERVED_SPECIMEN,KU
710,Sylvilagus audubonii goldmani,"ALTAMURA ISLAND, 6 KM E OF; TACHETIZTE ISLAND",Sinaloa,24.9541118,-107.970257,1962-04-03,PRESERVED_SPECIMEN,KU
711,Sylvilagus audubonii goldmani,"ALTAMURA ISLAND, 6 KM E OF; TACHETIZTE ISLAND",Sinaloa,24.9541118,-107.970257,1962-04-03,PRESERVED_SPECIMEN,KU
712,Sylvilagus audubonii goldmani,"ALTAMURA ISLAND, 6 KM E OF; TACHETIZTE ISLAND",Sinaloa,24.9541118,-107.970257,1962-04-03,PRESERVED_SPECIMEN,KU
713,Sylvilagus audubonii goldmani,"ALTAMURA ISLAND, 6 KM E OF; TACHETIZTE ISLAND",Sinaloa,24.9541118,-107.970257,1962-04-03,PRESERVED_SPECIMEN,KU
714,Sylvilagus audubonii goldmani,"ALTAMURA ISLAND, 6 KM E OF; TACHETIZTE ISLAND",Sinaloa,24.9541118,-107.970257,1962-04-03,PRESERVED_SPECIMEN,KU
715,Sylvilagus audubonii goldmani,"TOPOLOBAMPO, 16 KM SE OF",Sinaloa,25.4979962,-108.9477617,1962-03-08,PRESERVED_SPECIMEN,KU
716,Sylvilagus floridanus holzneri,"SINALOA, 10 KM S, 38 KM E OF",Sinaloa,25.7324408,-107.8443662,1962-04-18,PRESERVED_SPECIMEN,KU
717,Sylvilagus floridanus holzneri,"SINALOA, 15 KM N, 65 KM E OF",Sinaloa,25.958103,-107.5750912,1962-04-13,PRESERVED_SPECIMEN,KU
718,Sylvilagus floridanus holzneri,"CHOIX, 16 KM NNE OF",Sinaloa,26.8324567,-108.2580631,1962-01-08,PRESERVED_SPECIMEN,KU
719,Sylvilagus floridanus holzneri,"CHOIX, 16 KM NNE OF",Sinaloa,26.8324567,-108.2580631,1962-01-08,PRESERVED_SPECIMEN,KU
720,Sylvilagus audubonii parvulus,"NUEVO LAREDO, 4 MI SW OF",Tamaulipas,27.4452787,-99.5512563,1961-11-14,PRESERVED_SPECIMEN,KU
721,Lepus californicus curti,"WASHINGTON BEACH, 33 MI S OF",Tamaulipas,25.4305264,-97.3260762,1961-07-07,PRESERVED_SPECIMEN,KU
722,Lepus californicus curti,"WASHINGTON BEACH, 33 MI S OF",Tamaulipas,25.4305264,-97.3260762,1961-07-06,PRESERVED_SPECIMEN,KU
723,Lepus californicus merriami,"SAN CARLOS, 12 MI NW OF",Tamaulipas,24.7062197,-99.0726219,1961-08-24,PRESERVED_SPECIMEN,KU
724,Lepus californicus merriami,"SAN CARLOS, 12 MI NW OF",Tamaulipas,24.7062197,-99.0726219,1961-08-23,PRESERVED_SPECIMEN,KU
725,Sylvilagus floridanus connectens,"TULA, 9 MI SW OF",Tamaulipas,22.9101814,-99.8054104,1961-10-13,PRESERVED_SPECIMEN,KU
726,Sylvilagus floridanus chapmani,"SAN CARLOS, 12 MI NW OF",Tamaulipas,24.7062197,-99.0726219,1961-08-23,PRESERVED_SPECIMEN,KU
727,Sylvilagus floridanus chapmani,"SAN CARLOS, 12 MI NW OF",Tamaulipas,24.7062197,-99.0726219,1961-08-23,PRESERVED_SPECIMEN,KU
728,Sylvilagus floridanus chapmani,"SAN CARLOS, 12 MI NW OF",Tamaulipas,24.7062197,-99.0726219,1961-08-23,PRESERVED_SPECIMEN,KU
729,Sylvilagus floridanus chapmani,SAN FERNANDO,Tamaulipas,24.847884,-98.1584333,1961-08-29,PRESERVED_SPECIMEN,KU
730,Sylvilagus floridanus chapmani,SAN FERNANDO,Tamaulipas,24.847884,-98.1584333,1961-08-29,PRESERVED_SPECIMEN,KU
731,Sylvilagus floridanus chapmani,SAN FERNANDO,Tamaulipas,24.847884,-98.1584333,1961-08-29,PRESERVED_SPECIMEN,KU
732,Sylvilagus brasiliensis truei,"TIHUATLAN, 12.5 MI N OF",Veracruz,20.8980553,-97.5350707,1961-09-21,PRESERVED_SPECIMEN,KU
733,Sylvilagus cunicularius insolitus,"RUIZ, 10 MI E OF; PLATANARES",Nayarit,21.919374,-104.9841407,1961-02-12,PRESERVED_SPECIMEN,KU
734,Sylvilagus cunicularius insolitus,"RUIZ, 10 MI E OF; PLATANARES",Nayarit,21.919374,-104.9841407,1961-02-12,PRESERVED_SPECIMEN,KU
735,Sylvilagus cunicularius insolitus,"RUIZ, 10 MI E OF; PLATANARES",Nayarit,21.919374,-104.9841407,1961-02-12,PRESERVED_SPECIMEN,KU
736,Lepus californicus texianus,"JIMENEZ, 1.5 MI W OF",Chihuahua,27.1265,-104.9407,1961-02-21,PRESERVED_SPECIMEN,KU
737,Lepus californicus texianus,"CAMARGO, 25 MI NNW OF",Chihuahua,27.9989884,-105.3102816,1961-02-21,PRESERVED_SPECIMEN,KU
738,Lepus californicus texianus,"CAMARGO, 25 MI NNW OF",Chihuahua,27.9989884,-105.3102816,1961-02-21,PRESERVED_SPECIMEN,KU
739,Sylvilagus floridanus connectens,"TUXPAM, 4 KM N OF",Veracruz,20.9958293,-97.4031239,1960-03-19,PRESERVED_SPECIMEN,KU
740,Sylvilagus brasiliensis truei,"TUXPAM, 35 KM NW OF",Veracruz,21.1847091,-97.6528525,1960-04-10,PRESERVED_SPECIMEN,KU
741,Sylvilagus floridanus connectens,"TUXPAM, 50 KM NW OF",Veracruz,21.2813704,-97.7600774,1960-04-09,PRESERVED_SPECIMEN,KU
742,Sylvilagus floridanus connectens,"TUXPAM, 50 KM NW OF",Veracruz,21.2813704,-97.7600774,1960-04-09,PRESERVED_SPECIMEN,KU
743,Sylvilagus floridanus connectens,"TUXPAM, 60 KM WNW OF; TLACOLULA",Veracruz,21.0918483,-97.9600965,1960-04-21,PRESERVED_SPECIMEN,KU
744,Sylvilagus floridanus connectens,"TUXPAM, 60 KM WNW OF; TLACOLULA",Veracruz,21.0918483,-97.9600965,1960-04-21,PRESERVED_SPECIMEN,KU
745,Sylvilagus floridanus connectens,"TUXPAM, 70 KM NW OF; IXCATEPEC",Veracruz,21.2376786,-98.0079202,1960-04-20,PRESERVED_SPECIMEN,KU
746,Sylvilagus floridanus connectens,CABO ROJO; HACIENDA TAMIAHUA,Veracruz,21.5608043,-97.326179,1960-04-06,PRESERVED_SPECIMEN,KU
747,Sylvilagus floridanus connectens,CABO ROJO; HACIENDA TAMIAHUA,Veracruz,21.5608043,-97.326179,1960-04-02,PRESERVED_SPECIMEN,KU
748,Sylvilagus floridanus holzneri,"CEROCAHUI, 6 MI N OF",Chihuahua,27.3856146,-108.0559106,1960-05-13,PRESERVED_SPECIMEN,KU
749,Sylvilagus floridanus holzneri,"SAN FRANCISCO DE BORJA, 4 MI NW OF",Chihuahua,27.9433291,-106.7259203,1960-05-01,PRESERVED_SPECIMEN,KU
750,Sylvilagus audubonii minor,"CONSOLACION, 16 MI SW OF",Chihuahua,29.0604618,-104.3583915,1960-04-25,PRESERVED_SPECIMEN,KU
751,Sylvilagus audubonii minor,"CONSOLACION, 16 MI SW OF",Chihuahua,29.0604618,-104.3583915,1960-04-25,PRESERVED_SPECIMEN,KU
752,Sylvilagus audubonii minor,CONSOLACION,Chihuahua,29.2247379,-104.1711278,1960-04-23,PRESERVED_SPECIMEN,KU
753,Sylvilagus audubonii minor,"CONSOLACION, 3 MI N OF",Chihuahua,29.2682954,-104.1711281,1960-04-23,PRESERVED_SPECIMEN,KU
754,Lepus callotis gaillardi,"LA JUNTA, 4 MI ESE OF",Chihuahua,28.45354,-107.26717,1960-05-03,PRESERVED_SPECIMEN,KU
755,Lepus callotis gaillardi,"DUBLAN, 35 MI NW OF",Chihuahua,30.80192,-108.32624,1960-05-18,PRESERVED_SPECIMEN,KU
756,Lepus callotis gaillardi,"DUBLAN, 35 MI NW OF",Chihuahua,30.80192,-108.32624,1960-05-18,PRESERVED_SPECIMEN,KU
757,Lepus callotis gaillardi,"DUBLAN, 35 MI NW OF",Chihuahua,30.80192,-108.32624,1960-05-18,PRESERVED_SPECIMEN,KU
758,Lepus callotis gaillardi,"DUBLAN, 35 MI NW OF",Chihuahua,30.80192,-108.32624,1960-05-18,PRESERVED_SPECIMEN,KU
759,Lepus callotis gaillardi,"DUBLAN, 35 MI NW OF",Chihuahua,30.80192,-108.32624,1960-05-18,PRESERVED_SPECIMEN,KU
760,Lepus callotis gaillardi,"DUBLAN, 35 MI NW OF",Chihuahua,30.80192,-108.32624,1960-05-18,PRESERVED_SPECIMEN,KU
761,Lepus callotis gaillardi,"DUBLAN, 35 MI NW OF",Chihuahua,30.80192,-108.32624,1960-05-18,PRESERVED_SPECIMEN,KU
762,Lepus callotis gaillardi,"DUBLAN, 35 MI NW OF",Chihuahua,30.80192,-108.32624,1960-05-18,PRESERVED_SPECIMEN,KU
763,Lepus callotis gaillardi,"DUBLAN, 35 MI NW OF",Chihuahua,30.80192,-108.32624,1960-05-17,PRESERVED_SPECIMEN,KU
764,Lepus californicus texianus,"ESCOBILLAS, 8 MI NNW OF",Chihuahua,28.9199785,-104.1553747,1960-04-26,PRESERVED_SPECIMEN,KU
765,Lepus californicus texianus,CONSOLACION,Chihuahua,29.2247379,-104.1711278,1960-04-25,PRESERVED_SPECIMEN,KU
766,Lepus californicus texianus,CONSOLACION,Chihuahua,29.2247379,-104.1711278,1960-04-23,PRESERVED_SPECIMEN,KU
767,Lepus californicus texianus,"CONSOLACION, 3 MI N OF",Chihuahua,29.2682954,-104.1711281,1960-04-23,PRESERVED_SPECIMEN,KU
768,Lepus californicus texianus,"CHAPO, 4.5 MI S OF",Chihuahua,28.632481,-106.080239,1960-04-22,PRESERVED_SPECIMEN,KU
769,Lepus californicus texianus,"LAS VARAS, 4 MI SE OF",Chihuahua,28.11025,-105.29588,1960-05-16,PRESERVED_SPECIMEN,KU
770,Lepus californicus eremicus,"DUBLAN, 6 MI NW OF",Chihuahua,30.50422,-107.98268,1960-05-17,PRESERVED_SPECIMEN,KU
